"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"41","69039","6044861",,2016,222,"B",507,"493",493,7,"1",161,"157","2634.4","48","38","85","11","3","157","52","38","10","66","32","2","36","61","3","61","37","2"
"41","69039","6044861",,2016,222,"B",507,"495",495,7,"2",161,"157","2668.2","68","25","92","7","1","157","80","17","3","69","27","3","71","27","2","0","0","0"
"41","69039","6044861",,2016,222,"B",507,"495",495,8,"2",158,"156","2690.2","68","24","92","8","1","156","72","25","3","80","17","3","65","32","3","0","0","0"
"41","69039","6044861",,2016,222,"B",507,"493",493,8,"1",158,"156","2662.4","56","33","89","10","1","156","64","31","5","63","36","1","42","56","1","65","35","0"
"41","69039","6044861",,2016,222,"B",507,"493",493,13,"1",507,"493","","51","33","85","11","4","493","52","38","10","62","34","4","37","58","5","63","35","2"
"41","69039","6044861",,2016,222,"B",507,"495",495,13,"2",507,"495","","65","24","89","9","2","495","73","23","4","71","26","3","64","32","4","0","0","0"
"41","69039","6044861",,2016,223,"B",51,"51",51,6,"2",17,"17","2601.3","35","53","88","12","0","17","53","47","0","47","53","0","53","41","6","0","0","0"
"41","69039","6044861",,2016,223,"B",51,"51",51,6,"1",17,"17","2577.9","47","24","71","18","12","17","41","47","12","59","29","12","41","53","6","47","47","6"
"41","69039","6044861",,2016,223,"B",51,"51",51,7,"1",11,"11","2584.0","0","82","82","0","18","11","18","73","9","73","18","9","9","82","9","45","45","9"
"41","69039","6044861",,2016,223,"B",51,"51",51,7,"2",11,"11","2580.5","36","27","64","18","18","11","36","45","18","55","18","27","36","45","18","0","0","0"
"41","69039","6044861",,2016,223,"B",51,"51",51,8,"2",23,"23","2592.8","17","39","57","30","13","23","30","52","17","26","61","13","22","70","9","0","0","0"
"41","69039","6044861",,2016,223,"B",51,"51",51,8,"1",23,"23","2605.6","17","65","83","17","0","23","43","48","9","35","61","4","13","78","9","35","61","4"
"41","69039","6044861",,2016,223,"B",51,"51",51,13,"1",51,"51","","24","55","78","14","8","51","37","53","10","51","41","8","22","71","8","41","53","6"
"41","69039","6044861",,2016,223,"B",51,"51",51,13,"2",51,"51","","27","41","69","22","10","51","39","49","12","39","49","12","35","55","10","0","0","0"
"41","69039","6044861",,2016,224,"B",71,"70",70,6,"2",19,"19","2529.5","21","26","47","26","26","19","16","47","37","26","53","21","16","58","26","0","0","0"
"41","69039","6044861",,2016,224,"B",71,"70",70,6,"1",19,"19","2540.2","26","26","53","26","21","19","26","42","32","32","42","26","11","84","5","32","53","16"
"41","69039","6044861",,2016,224,"B",71,"70",70,7,"1",24,"24","2589.8","8","63","71","21","8","24","38","46","17","50","38","13","29","67","4","17","75","8"
"41","69039","6044861",,2016,224,"B",71,"70",70,7,"2",24,"24","2589.5","33","25","58","42","0","24","38","50","13","33","58","8","29","63","8","0","0","0"
"41","69039","6044861",,2016,224,"B",71,"70",70,8,"2",28,"27","2530.9","4","26","30","41","30","27","7","48","44","11","63","26","11","56","33","0","0","0"
"41","69039","6044861",,2016,224,"B",71,"70",70,8,"1",28,"27","2563.9","7","48","56","26","19","27","22","44","33","30","52","19","11","74","15","22","63","15"
"41","69039","6044861",,2016,224,"B",71,"70",70,13,"1",71,"70","","13","47","60","24","16","70","29","44","27","37","44","19","17","74","9","23","64","13"
"41","69039","6044861",,2016,224,"B",71,"70",70,13,"2",71,"70","","19","26","44","37","19","70","20","49","31","23","59","19","19","59","23","0","0","0"
"41","69039","6044861",,2016,225,"B",12,"12",12,6,"1",6,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044861",,2016,225,"B",12,"12",12,6,"2",6,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044861",,2016,225,"B",12,"12",12,7,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044861",,2016,225,"B",12,"12",12,7,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044861",,2016,225,"B",12,"12",12,8,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044861",,2016,225,"B",12,"12",12,8,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044861",,2016,225,"B",12,"12",12,13,"2",12,"12","","17","33","50","33","17","12","17","50","33","25","50","25","25","58","17","0","0","0"
"41","69039","6044861",,2016,225,"B",12,"12",12,13,"1",12,"12","","17","33","50","25","25","12","8","58","33","25","50","25","8","75","17","33","42","25"
"41","69039","6044861",,2016,226,"B",296,"295",295,6,"2",109,"109","2568.7","37","23","60","27","14","109","43","32","25","39","44","17","44","43","13","0","0","0"
"41","69039","6044861",,2016,226,"B",296,"290",290,6,"1",109,"106","2563.5","26","44","71","18","11","106","29","48","23","39","48","13","22","72","7","46","46","8"
"41","69039","6044861",,2016,226,"B",296,"290",290,7,"1",99,"97","2597.9","30","39","69","22","9","97","33","48","19","45","48","6","28","64","8","39","51","10"
"41","69039","6044861",,2016,226,"B",296,"295",295,7,"2",99,"98","2597.0","37","32","68","20","11","98","50","30","20","37","47","16","44","45","11","0","0","0"
"41","69039","6044861",,2016,226,"B",296,"295",295,8,"2",88,"88","2615.7","42","22","64","24","13","88","41","39","20","48","42","10","35","49","16","0","0","0"
"41","69039","6044861",,2016,226,"B",296,"290",290,8,"1",88,"87","2633.8","40","41","82","14","5","87","52","38","10","56","37","7","30","64","6","55","36","9"
"41","69039","6044861",,2016,226,"B",296,"290",290,13,"1",296,"290","","32","42","73","18","9","290","37","45","18","46","45","9","26","67","7","47","44","9"
"41","69039","6044861",,2016,226,"B",296,"295",295,13,"2",296,"295","","38","25","64","24","13","295","45","33","22","41","44","15","41","45","13","0","0","0"
"41","69039","6044861",,2016,227,"B",79,"78",78,6,"1",29,"29","2599.9","38","48","86","10","3","29","45","48","7","59","31","10","38","62","0","76","21","3"
"41","69039","6044861",,2016,227,"B",79,"78",78,6,"2",29,"29","2603.4","59","10","69","24","7","29","66","17","17","55","31","14","48","41","10","0","0","0"
"41","69039","6044861",,2016,227,"B",79,"78",78,7,"2",21,"21","2603.5","38","29","67","29","5","21","57","38","5","38","43","19","48","43","10","0","0","0"
"41","69039","6044861",,2016,227,"B",79,"78",78,7,"1",21,"21","2596.6","24","57","81","5","14","21","38","48","14","57","33","10","14","76","10","38","52","10"
"41","69039","6044861",,2016,227,"B",79,"78",78,8,"1",29,"28","2628.6","21","64","86","11","4","28","29","57","14","50","46","4","43","54","4","50","46","4"
"41","69039","6044861",,2016,227,"B",79,"78",78,8,"2",29,"28","2630.0","39","29","68","21","11","28","43","43","14","43","50","7","25","71","4","0","0","0"
"41","69039","6044861",,2016,227,"B",79,"78",78,13,"2",79,"78","","46","22","68","24","8","78","55","32","13","46","41","13","40","53","8","0","0","0"
"41","69039","6044861",,2016,227,"B",79,"78",78,13,"1",79,"78","","28","56","85","9","6","78","37","51","12","55","37","8","33","63","4","56","38","5"
"41","69039","6044887",,2016,1,"B",248,"247",246,3,"2",87,"86","2414.2","14","18","32","39","29","85","19","34","47","16","59","25","13","67","20","0","0","0"
"41","69039","6044887",,2016,1,"B",248,"247",246,3,"1",87,"86","2390.3","15","14","29","33","38","85","15","38","47","12","38","49","13","66","21","8","58","34"
"41","69039","6044887",,2016,1,"B",248,"247",246,4,"1",88,"88","2441.3","15","16","31","34","35","88","17","41","42","15","51","34","6","73","22","16","57","27"
"41","69039","6044887",,2016,1,"B",248,"247",246,4,"2",88,"88","2445.1","10","17","27","41","32","88","15","27","58","11","50","39","17","44","39","0","0","0"
"41","69039","6044887",,2016,1,"B",248,"247",246,5,"2",73,"73","2510.7","18","23","41","37","22","73","23","44","33","19","52","29","19","55","26","0","0","0"
"41","69039","6044887",,2016,1,"B",248,"247",246,5,"1",73,"73","2486.9","15","30","45","19","36","73","15","48","37","25","33","42","12","66","22","26","62","12"
"41","69039","6044887",,2016,1,"B",248,"247",246,13,"1",248,"247","","15","20","35","29","36","246","16","42","42","17","41","42","10","68","22","16","59","25"
"41","69039","6044887",,2016,1,"B",248,"247",246,13,"2",248,"247","","14","19","33","39","28","246","19","35","47","15","54","31","16","55","28","0","0","0"
"41","69039","6044887",,2016,3,"B",121,"120",119,3,"1",43,"42","2387.5","20","7","27","27","46","41","17","37","46","20","25","55","12","63","24","10","54","37"
"41","69039","6044887",,2016,3,"B",121,"120",119,3,"2",43,"42","2417.7","22","17","39","29","32","41","24","22","54","24","54","22","22","51","27","0","0","0"
"41","69039","6044887",,2016,3,"B",121,"120",119,4,"2",40,"40","2454.4","18","15","33","40","28","40","23","25","53","18","48","35","23","40","38","0","0","0"
"41","69039","6044887",,2016,3,"B",121,"120",119,4,"1",40,"40","2436.8","13","18","30","30","40","40","15","43","43","13","55","33","5","78","18","15","55","30"
"41","69039","6044887",,2016,3,"B",121,"120",119,5,"1",38,"38","2457.2","11","21","32","16","53","38","11","42","47","13","34","53","8","63","29","21","58","21"
"41","69039","6044887",,2016,3,"B",121,"120",119,5,"2",38,"38","2503.6","16","21","37","39","24","38","21","45","34","13","58","29","21","55","24","0","0","0"
"41","69039","6044887",,2016,3,"B",121,"120",119,13,"2",121,"120","","18","18","36","36","28","119","23","30","47","18","53","29","22","49","29","0","0","0"
"41","69039","6044887",,2016,3,"B",121,"120",119,13,"1",121,"120","","14","15","29","24","46","119","14","40","45","15","38","47","8","68","24","15","55","29"
"41","69039","6044887",,2016,4,"B",127,"127",127,3,"2",44,"44","2410.9","7","18","25","48","27","44","14","45","41","9","64","27","5","82","14","0","0","0"
"41","69039","6044887",,2016,4,"B",127,"127",127,3,"1",44,"44","2392.9","11","20","32","39","30","44","14","39","48","5","51","44","14","68","18","7","61","32"
"41","69039","6044887",,2016,4,"B",127,"127",127,4,"1",48,"48","2445.1","17","15","31","38","31","48","19","40","42","17","48","35","6","69","25","17","58","25"
"41","69039","6044887",,2016,4,"B",127,"127",127,4,"2",48,"48","2437.4","4","19","23","42","35","48","8","29","63","6","52","42","13","48","40","0","0","0"
"41","69039","6044887",,2016,4,"B",127,"127",127,5,"2",35,"35","2518.3","20","26","46","34","20","35","26","43","31","26","46","29","17","54","29","0","0","0"
"41","69039","6044887",,2016,4,"B",127,"127",127,5,"1",35,"35","2519.1","20","40","60","23","17","35","20","54","26","37","31","31","17","69","14","31","66","3"
"41","69039","6044887",,2016,4,"B",127,"127",127,13,"1",127,"127","","16","24","39","34","27","127","17","43","39","19","44","37","12","69","20","17","61","21"
"41","69039","6044887",,2016,4,"B",127,"127",127,13,"2",127,"127","","9","20","30","42","28","127","15","39","46","13","54","33","11","61","28","0","0","0"
"41","69039","6044887",,2016,6,"B",148,"147",146,3,"1",43,"42","2439.0","32","20","51","34","15","41","32","46","22","26","51","23","24","68","7","17","61","22"
"41","69039","6044887",,2016,6,"B",148,"147",146,3,"2",43,"42","2451.8","29","24","54","39","7","41","34","46","20","34","56","10","27","66","7","0","0","0"
"41","69039","6044887",,2016,6,"B",148,"147",146,4,"2",54,"54","2472.0","15","26","41","41","19","54","22","33","44","17","61","22","24","48","28","0","0","0"
"41","69039","6044887",,2016,6,"B",148,"147",146,4,"1",54,"54","2476.9","24","24","48","33","19","54","28","46","26","24","59","17","9","78","13","26","57","17"
"41","69039","6044887",,2016,6,"B",148,"147",146,5,"1",51,"51","2523.4","22","43","65","22","14","51","22","55","24","35","39","25","18","75","8","37","57","6"
"41","69039","6044887",,2016,6,"B",148,"147",146,5,"2",51,"51","2535.7","25","31","57","31","12","51","31","45","24","27","55","18","25","63","12","0","0","0"
"41","69039","6044887",,2016,6,"B",148,"147",146,13,"2",148,"147","","23","27","50","37","13","146","29","41","30","25","58","17","25","58","16","0","0","0"
"41","69039","6044887",,2016,6,"B",148,"147",146,13,"1",148,"147","","25","29","55","29","16","146","27","49","24","28","50","22","16","74","10","27","58","14"
"41","69039","6044887",,2016,7,"B",31,"31",31,3,"1",11,"11","2409.8","9","27","36","55","9","11","0","73","27","0","50","50","0","100","0","18","64","18"
"41","69039","6044887",,2016,7,"B",31,"31",31,3,"2",11,"11","2427.3","9","27","36","55","9","11","9","55","36","9","82","9","9","82","9","0","0","0"
"41","69039","6044887",,2016,7,"B",31,"31",31,4,"1",13,"13","2522.7","38","46","85","15","0","13","38","62","0","23","77","0","8","92","0","54","46","0"
"41","69039","6044887",,2016,7,"B",31,"31",31,4,"2",13,"13","2490.0","8","46","54","38","8","13","31","31","38","15","77","8","46","38","15","0","0","0"
"41","69039","6044887",,2016,7,"B",31,"31",31,5,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,7,"B",31,"31",31,5,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,7,"B",31,"31",31,13,"1",31,"31","","29","35","65","29","6","31","23","65","13","20","57","23","6","94","0","42","52","6"
"41","69039","6044887",,2016,7,"B",31,"31",31,13,"2",31,"31","","13","39","52","42","6","31","19","45","35","16","77","6","32","58","10","0","0","0"
"41","69039","6044887",,2016,8,"B",25,"25",25,3,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,8,"B",25,"25",25,3,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,8,"B",25,"25",25,4,"1",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,8,"B",25,"25",25,4,"2",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,8,"B",25,"25",25,5,"2",13,"13","2509.9","8","31","38","46","15","13","15","54","31","15","62","23","8","69","23","0","0","0"
"41","69039","6044887",,2016,8,"B",25,"25",25,5,"1",13,"13","2512.6","15","38","54","38","8","13","8","77","15","31","31","38","8","85","8","23","77","0"
"41","69039","6044887",,2016,8,"B",25,"25",25,13,"1",25,"25","","20","32","52","36","12","25","24","56","20","28","44","28","12","76","12","20","64","16"
"41","69039","6044887",,2016,8,"B",25,"25",25,13,"2",25,"25","","12","32","44","40","16","25","20","52","28","16","60","24","12","64","24","0","0","0"
"41","69039","6044887",,2016,31,"B",138,"138",138,3,"1",55,"55","2362.0","5","9","15","35","51","55","5","36","58","2","31","67","7","65","27","5","53","42"
"41","69039","6044887",,2016,31,"B",138,"138",138,3,"2",55,"55","2388.7","2","15","16","42","42","55","5","31","64","4","65","31","0","75","25","0","0","0"
"41","69039","6044887",,2016,31,"B",138,"138",138,4,"1",46,"46","2410.6","7","9","15","39","46","46","7","37","57","4","46","50","4","67","28","9","54","37"
"41","69039","6044887",,2016,31,"B",138,"138",138,4,"2",46,"46","2427.0","7","13","20","39","41","46","11","22","67","9","35","57","15","43","41","0","0","0"
"41","69039","6044887",,2016,31,"B",138,"138",138,5,"2",37,"37","2472.6","0","19","19","41","41","37","5","41","54","5","51","43","3","59","38","0","0","0"
"41","69039","6044887",,2016,31,"B",138,"138",138,5,"1",37,"37","2439.1","3","19","22","16","62","37","3","43","54","11","22","68","3","59","38","11","70","19"
"41","69039","6044887",,2016,31,"B",138,"138",138,13,"1",138,"138","","5","12","17","31","52","138","5","38","57","5","33","61","5","64","30","8","58","34"
"41","69039","6044887",,2016,31,"B",138,"138",138,13,"2",138,"138","","3","15","18","41","41","138","7","30","62","6","51","43","6","60","34","0","0","0"
"41","69039","6044887",,2016,74,"B",1,"1",1,4,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,74,"B",1,"1",1,4,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,74,"B",1,"1",1,13,"1",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,74,"B",1,"1",1,13,"2",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,76,"B",1,"1",1,4,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,76,"B",1,"1",1,4,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,76,"B",1,"1",1,13,"2",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,76,"B",1,"1",1,13,"1",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,77,"B",1,"1",1,3,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,77,"B",1,"1",1,3,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,77,"B",1,"1",1,13,"2",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,77,"B",1,"1",1,13,"1",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,78,"B",205,"205",204,3,"2",69,"69","2398.6","4","19","24","40","37","68","10","34","56","7","63","29","4","71","25","0","0","0"
"41","69039","6044887",,2016,78,"B",205,"205",204,3,"1",69,"69","2374.7","9","13","22","34","44","68","9","38","53","5","38","58","9","65","26","6","57","37"
"41","69039","6044887",,2016,78,"B",205,"205",204,4,"1",72,"72","2427.9","11","15","26","32","42","72","13","42","46","10","50","40","4","69","26","13","56","32"
"41","69039","6044887",,2016,78,"B",205,"205",204,4,"2",72,"72","2434.0","7","17","24","40","36","72","11","24","65","7","49","44","14","44","42","0","0","0"
"41","69039","6044887",,2016,78,"B",205,"205",204,5,"2",64,"64","2498.4","9","23","33","42","25","64","16","47","38","16","52","33","11","59","30","0","0","0"
"41","69039","6044887",,2016,78,"B",205,"205",204,5,"1",64,"64","2474.5","13","25","38","22","41","64","11","47","42","20","31","48","8","67","25","19","67","14"
"41","69039","6044887",,2016,78,"B",205,"205",204,13,"1",205,"205","","11","18","28","29","42","204","11","42","47","12","40","49","7","67","26","12","60","28"
"41","69039","6044887",,2016,78,"B",205,"205",204,13,"2",205,"205","","7","20","26","41","33","204","12","34","53","10","54","36","10","58","32","0","0","0"
"41","69039","6044887",,2016,79,"B",1,"1",1,4,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,79,"B",1,"1",1,4,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,79,"B",1,"1",1,13,"1",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,79,"B",1,"1",1,13,"2",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,80,"B",29,"28",28,3,"2",12,"11","2468.2","45","9","55","45","0","11","45","36","18","45","55","0","45","55","0","0","0","0"
"41","69039","6044887",,2016,80,"B",29,"28",28,3,"1",12,"11","2437.4","36","18","55","27","18","11","45","18","36","36","36","27","27","73","0","9","64","27"
"41","69039","6044887",,2016,80,"B",29,"28",28,4,"1",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,80,"B",29,"28",28,4,"2",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,80,"B",29,"28",28,5,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,80,"B",29,"28",28,5,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044887",,2016,80,"B",29,"28",28,13,"1",29,"28","","32","36","68","25","7","28","46","36","18","39","50","11","25","75","0","32","54","14"
"41","69039","6044887",,2016,80,"B",29,"28",28,13,"2",29,"28","","43","21","64","29","7","28","46","39","14","39","61","0","54","43","4","0","0","0"
"41","69039","6044887",,2016,90,"B",47,"47",47,3,"1",25,"25","2332.1","0","8","8","20","72","25","0","28","72","0","17","83","4","52","44","0","48","52"
"41","69039","6044887",,2016,90,"B",47,"47",47,3,"2",25,"25","2372.5","0","12","12","40","48","25","4","24","72","0","52","48","0","72","28","0","0","0"
"41","69039","6044887",,2016,90,"B",47,"47",47,4,"1",12,"12","2372.8","8","0","8","17","75","12","8","17","75","8","25","67","0","50","50","8","25","67"
"41","69039","6044887",,2016,90,"B",47,"47",47,4,"2",12,"12","2398.3","0","0","0","50","50","12","0","8","92","0","25","75","0","50","50","0","0","0"
